Published Date,Link,Title,Summary,First Author
2024-05-29T23:11:53Z,http://arxiv.org/abs/2405.19563v1,Unlearning Climate Misinformation in Large Language Models,"Misinformation regarding climate change is a key roadblock in addressing one
of the most serious threats to humanity. This paper investigates factual
accuracy in large language models (LLMs) regarding climate information. Using
true/false labeled Q&A data for fine-tuning and evaluating LLMs on
climate-related claims, we compare open-source models, assessing their ability
to generate truthful responses to climate change questions. We investigate the
detectability of models intentionally poisoned with false climate information,
finding that such poisoning may not affect the accuracy of a model's responses
in other domains. Furthermore, we compare the effectiveness of unlearning
algorithms, fine-tuning, and Retrieval-Augmented Generation (RAG) for factually
grounding LLMs on climate change topics. Our evaluation reveals that unlearning
algorithms can be effective for nuanced conceptual claims, despite previous
findings suggesting their inefficacy in privacy contexts. These insights aim to
guide the development of more factually reliable LLMs and highlight the need
for additional work to secure LLMs against misinformation attacks.",Michael Fore
2024-05-30T03:44:54Z,http://arxiv.org/abs/2405.19670v4,"One Token Can Help! Learning Scalable and Pluggable Virtual Tokens for
  Retrieval-Augmented Large Language Models","Retrieval-augmented generation (RAG) is a promising way to improve large
language models (LLMs) for generating more factual, accurate, and up-to-date
content. Existing methods either optimize prompts to guide LLMs in leveraging
retrieved information or directly fine-tune LLMs to adapt to RAG scenarios.
Although fine-tuning can yield better performance, it often compromises the
LLMs' general generation capabilities by modifying their parameters. This
limitation poses challenges in practical applications, especially when LLMs are
already deployed, as parameter adjustments may affect their original
functionality. To address this, we propose a novel method that involves
learning scalable and pluggable virtual tokens for RAG. By maintaining the
LLMs' original parameters and fine-tuning only the embeddings of these
pluggable tokens, our approach not only enhances LLMs' performance but also
preserves their general generation capabilities. Furthermore, we design several
training strategies to improve the scalability, flexibility, and
generalizability of our method. Comprehensive experiments across 12
question-answering tasks demonstrate the superiority of our approach.",Yutao Zhu
2024-05-27T17:55:36Z,http://arxiv.org/abs/2406.00041v2,"QUB-Cirdan at ""Discharge Me!"": Zero shot discharge letter generation by
  open-source LLM","The BioNLP ACL'24 Shared Task on Streamlining Discharge Documentation aims to
reduce the administrative burden on clinicians by automating the creation of
critical sections of patient discharge letters. This paper presents our
approach using the Llama3 8B quantized model to generate the ""Brief Hospital
Course"" and ""Discharge Instructions"" sections. We employ a zero-shot method
combined with Retrieval-Augmented Generation (RAG) to produce concise,
contextually accurate summaries. Our contributions include the development of a
curated template-based approach to ensure reliability and consistency, as well
as the integration of RAG for word count prediction. We also describe several
unsuccessful experiments to provide insights into our pathway for the
competition. Our results demonstrate the effectiveness and efficiency of our
approach, achieving high scores across multiple evaluation metrics.",Rui Guo
2024-06-02T06:48:43Z,http://arxiv.org/abs/2406.00638v1,"COS-Mix: Cosine Similarity and Distance Fusion for Improved Information
  Retrieval","This study proposes a novel hybrid retrieval strategy for Retrieval-Augmented
Generation (RAG) that integrates cosine similarity and cosine distance measures
to improve retrieval performance, particularly for sparse data. The traditional
cosine similarity measure is widely used to capture the similarity between
vectors in high-dimensional spaces. However, it has been shown that this
measure can yield arbitrary results in certain scenarios. To address this
limitation, we incorporate cosine distance measures to provide a complementary
perspective by quantifying the dissimilarity between vectors. Our approach is
experimented on proprietary data, unlike recent publications that have used
open-source datasets. The proposed method demonstrates enhanced retrieval
performance and provides a more comprehensive understanding of the semantic
relationships between documents or items. This hybrid strategy offers a
promising solution for efficiently and accurately retrieving relevant
information in knowledge-intensive applications, leveraging techniques such as
BM25 (sparse) retrieval , vector (Dense) retrieval, and cosine distance based
retrieval to facilitate efficient information retrieval.",Kush Juvekar
2024-06-03T04:14:21Z,http://arxiv.org/abs/2406.00975v2,"Luna: An Evaluation Foundation Model to Catch Language Model
  Hallucinations with High Accuracy and Low Cost","Retriever Augmented Generation (RAG) systems have become pivotal in enhancing
the capabilities of language models by incorporating external knowledge
retrieval mechanisms. However, a significant challenge in deploying these
systems in industry applications is the detection and mitigation of
hallucinations: instances where the model generates information that is not
grounded in the retrieved context. Addressing this issue is crucial for
ensuring the reliability and accuracy of responses generated by large language
models (LLMs) in diverse industry settings. Current hallucination detection
techniques fail to deliver accuracy, low latency, and low cost simultaneously.
We introduce Luna: a DeBERTA-large (440M) encoder, finetuned for hallucination
detection in RAG settings. We demonstrate that Luna outperforms GPT-3.5 and
commercial evaluation frameworks on the hallucination detection task, with 97%
and 91% reduction in cost and latency, respectively. Luna is lightweight and
generalizes across multiple industry verticals and out-of-domain data, making
it an ideal candidate for industry LLM applications.",Masha Belyi
2024-06-03T06:55:10Z,http://arxiv.org/abs/2406.01045v1,"Decompose, Enrich, and Extract! Schema-aware Event Extraction using LLMs","Large Language Models (LLMs) demonstrate significant capabilities in
processing natural language data, promising efficient knowledge extraction from
diverse textual sources to enhance situational awareness and support
decision-making. However, concerns arise due to their susceptibility to
hallucination, resulting in contextually inaccurate content. This work focuses
on harnessing LLMs for automated Event Extraction, introducing a new method to
address hallucination by decomposing the task into Event Detection and Event
Argument Extraction. Moreover, the proposed method integrates dynamic
schema-aware augmented retrieval examples into prompts tailored for each
specific inquiry, thereby extending and adapting advanced prompting techniques
such as Retrieval-Augmented Generation. Evaluation findings on prominent event
extraction benchmarks and results from a synthesized benchmark illustrate the
method's superior performance compared to baseline approaches.",Fatemeh Shiri
2024-06-03T12:39:04Z,http://arxiv.org/abs/2406.01273v2,SoccerRAG: Multimodal Soccer Information Retrieval via Natural Queries,"The rapid evolution of digital sports media necessitates sophisticated
information retrieval systems that can efficiently parse extensive multimodal
datasets. This paper introduces SoccerRAG, an innovative framework designed to
harness the power of Retrieval Augmented Generation (RAG) and Large Language
Models (LLMs) to extract soccer-related information through natural language
queries. By leveraging a multimodal dataset, SoccerRAG supports dynamic
querying and automatic data validation, enhancing user interaction and
accessibility to sports archives. Our evaluations indicate that SoccerRAG
effectively handles complex queries, offering significant improvements over
traditional retrieval systems in terms of accuracy and user engagement. The
results underscore the potential of using RAG and LLMs in sports analytics,
paving the way for future advancements in the accessibility and real-time
processing of sports data.",Aleksander Theo Strand
2024-06-03T12:48:38Z,http://arxiv.org/abs/2406.01280v2,Demo: Soccer Information Retrieval via Natural Queries using SoccerRAG,"The rapid evolution of digital sports media necessitates sophisticated
information retrieval systems that can efficiently parse extensive multimodal
datasets. This paper demonstrates SoccerRAG, an innovative framework designed
to harness the power of Retrieval Augmented Generation (RAG) and Large Language
Models (LLMs) to extract soccer-related information through natural language
queries. By leveraging a multimodal dataset, SoccerRAG supports dynamic
querying and automatic data validation, enhancing user interaction and
accessibility to sports archives. We present a novel interactive user interface
(UI) based on the Chainlit framework which wraps around the core functionality,
and enable users to interact with the SoccerRAG framework in a chatbot-like
visual manner.",Aleksander Theo Strand
2024-06-03T20:18:56Z,http://arxiv.org/abs/2406.01768v1,"TSpec-LLM: An Open-source Dataset for LLM Understanding of 3GPP
  Specifications","Understanding telecom standards involves sorting through numerous technical
documents, such as those produced by the 3rd Generation Partnership Project
(3GPP), which is time-consuming and labor-intensive. While large language
models (LLMs) can assist with the extensive 3GPP knowledge base, an inclusive
dataset is crucial for their effective pre-training and fine-tuning. In this
paper, we introduce \textit{TSpec-LLM}, an open-source comprehensive dataset
covering all 3GPP documents from Release 8 to Release 19 (1999--2023). To
evaluate its efficacy, we first select a representative sample of 3GPP
documents, create corresponding technical questions, and assess the baseline
performance of various LLMs. We then incorporate a retrieval-augmented
generation (RAG) framework to enhance LLM capabilities by retrieving relevant
context from the \textit{TSpec-LLM} dataset. Our evaluation shows that using a
naive-RAG framework on \textit{TSpec-LLM} improves the accuracy of GPT-3.5,
Gemini 1.0 Pro, and GPT-4 from 44\%, 46\%, and 51\% to 71\%, 75\%, and 72\%,
respectively.",Rasoul Nikbakht
2024-06-04T16:42:17Z,http://arxiv.org/abs/2406.02472v1,"Analyzing Temporal Complex Events with Large Language Models? A
  Benchmark towards Temporal, Long Context Understanding","The digital landscape is rapidly evolving with an ever-increasing volume of
online news, emphasizing the need for swift and precise analysis of complex
events. We refer to the complex events composed of many news articles over an
extended period as Temporal Complex Event (TCE). This paper proposes a novel
approach using Large Language Models (LLMs) to systematically extract and
analyze the event chain within TCE, characterized by their key points and
timestamps. We establish a benchmark, named TCELongBench, to evaluate the
proficiency of LLMs in handling temporal dynamics and understanding extensive
text. This benchmark encompasses three distinct tasks - reading comprehension,
temporal sequencing, and future event forecasting. In the experiment, we
leverage retrieval-augmented generation (RAG) method and LLMs with long context
window to deal with lengthy news articles of TCE. Our findings indicate that
models with suitable retrievers exhibit comparable performance with those
utilizing long context window.",Zhihan Zhang
