Published Date,Link,Title,Summary,First Author
2024-08-20T17:49:51Z,http://arxiv.org/abs/2408.11043v1,"Reconciling Methodological Paradigms: Employing Large Language Models as
  Novice Qualitative Research Assistants in Talent Management Research","Qualitative data collection and analysis approaches, such as those employing
interviews and focus groups, provide rich insights into customer attitudes,
sentiment, and behavior. However, manually analyzing qualitative data requires
extensive time and effort to identify relevant topics and thematic insights.
This study proposes a novel approach to address this challenge by leveraging
Retrieval Augmented Generation (RAG) based Large Language Models (LLMs) for
analyzing interview transcripts. The novelty of this work lies in strategizing
the research inquiry as one that is augmented by an LLM that serves as a novice
research assistant. This research explores the mental model of LLMs to serve as
novice qualitative research assistants for researchers in the talent management
space. A RAG-based LLM approach is extended to enable topic modeling of
semi-structured interview data, showcasing the versatility of these models
beyond their traditional use in information retrieval and search. Our findings
demonstrate that the LLM-augmented RAG approach can successfully extract topics
of interest, with significant coverage compared to manually generated topics
from the same dataset. This establishes the viability of employing LLMs as
novice qualitative research assistants. Additionally, the study recommends that
researchers leveraging such models lean heavily on quality criteria used in
traditional qualitative research to ensure rigor and trustworthiness of their
approach. Finally, the paper presents key recommendations for industry
practitioners seeking to reconcile the use of LLMs with established qualitative
research paradigms, providing a roadmap for the effective integration of these
powerful, albeit novice, AI tools in the analysis of qualitative datasets
within talent",Sreyoshi Bhaduri
2024-08-20T20:47:27Z,http://arxiv.org/abs/2408.11189v1,Reading with Intent,"Retrieval augmented generation (RAG) systems augment how knowledge language
models are by integrating external information sources such as Wikipedia,
internal documents, scientific papers, or the open internet. RAG systems that
rely on the open internet as their knowledge source have to contend with the
complexities of human-generated content. Human communication extends much
deeper than just the words rendered as text. Intent, tonality, and connotation
can all change the meaning of what is being conveyed. Recent real-world
deployments of RAG systems have shown some difficulty in understanding these
nuances of human communication. One significant challenge for these systems
lies in processing sarcasm. Though the Large Language Models (LLMs) that make
up the backbone of these RAG systems are able to detect sarcasm, they currently
do not always use these detections for the subsequent processing of text. To
address these issues, in this paper, we synthetically generate sarcastic
passages from Natural Question's Wikipedia retrieval corpus. We then test the
impact of these passages on the performance of both the retriever and reader
portion of the RAG pipeline. We introduce a prompting system designed to
enhance the model's ability to interpret and generate responses in the presence
of sarcasm, thus improving overall system performance. Finally, we conduct
ablation studies to validate the effectiveness of our approach, demonstrating
improvements in handling sarcastic content within RAG systems.",Benjamin Reichman
2024-08-21T12:09:37Z,http://arxiv.org/abs/2408.11557v4,"A Quick, trustworthy spectral knowledge Q&A system leveraging
  retrieval-augmented generation on LLM","Large Language Model (LLM) has demonstrated significant success in a range of
natural language processing (NLP) tasks within general domain. The emergence of
LLM has introduced innovative methodologies across diverse fields, including
the natural sciences. Researchers aim to implement automated, concurrent
process driven by LLM to supplant conventional manual, repetitive and
labor-intensive work. In the domain of spectral analysis and detection, it is
imperative for researchers to autonomously acquire pertinent knowledge across
various research objects, which encompasses the spectroscopic techniques and
the chemometric methods that are employed in experiments and analysis.
Paradoxically, despite the recognition of spectroscopic detection as an
effective analytical method, the fundamental process of knowledge retrieval
remains both time-intensive and repetitive. In response to this challenge, we
first introduced the Spectral Detection and Analysis Based Paper(SDAAP)
dataset, which is the first open-source textual knowledge dataset for spectral
analysis and detection and contains annotated literature data as well as
corresponding knowledge instruction data. Subsequently, we also designed an
automated Q\&A framework based on the SDAAP dataset, which can retrieve
relevant knowledge and generate high-quality responses by extracting entities
in the input as retrieval parameters. It is worth noting that: within this
framework, LLM is only used as a tool to provide generalizability, while RAG
technique is used to accurately capture the source of the knowledge.This
approach not only improves the quality of the generated responses, but also
ensures the traceability of the knowledge. Experimental results show that our
framework generates responses with more reliable expertise compared to the
baseline.",Jiheng Liang
2024-08-22T09:37:40Z,http://arxiv.org/abs/2408.12249v1,LLMs are not Zero-Shot Reasoners for Biomedical Information Extraction,"Large Language Models (LLMs) are increasingly adopted for applications in
healthcare, reaching the performance of domain experts on tasks such as
question answering and document summarisation. Despite their success on these
tasks, it is unclear how well LLMs perform on tasks that are traditionally
pursued in the biomedical domain, such as structured information extration. To
breach this gap, in this paper, we systematically benchmark LLM performance in
Medical Classification and Named Entity Recognition (NER) tasks. We aim to
disentangle the contribution of different factors to the performance,
particularly the impact of LLMs' task knowledge and reasoning capabilities,
their (parametric) domain knowledge, and addition of external knowledge. To
this end we evaluate various open LLMs -- including BioMistral and Llama-2
models -- on a diverse set of biomedical datasets, using standard prompting,
Chain-of-Thought (CoT) and Self-Consistency based reasoning as well as
Retrieval-Augmented Generation (RAG) with PubMed and Wikipedia corpora.
Counter-intuitively, our results reveal that standard prompting consistently
outperforms more complex techniques across both tasks, laying bare the
limitations in the current application of CoT, self-consistency and RAG in the
biomedical domain. Our findings suggest that advanced prompting methods
developed for knowledge- or reasoning-intensive tasks, such as CoT or RAG, are
not easily portable to biomedical tasks where precise structured outputs are
required. This highlights the need for more effective integration of external
knowledge and reasoning mechanisms in LLMs to enhance their performance in
real-world biomedical applications.",Aishik Nagar
2024-08-27T00:50:14Z,http://arxiv.org/abs/2408.14717v1,Text2SQL is Not Enough: Unifying AI and Databases with TAG,"AI systems that serve natural language questions over databases promise to
unlock tremendous value. Such systems would allow users to leverage the
powerful reasoning and knowledge capabilities of language models (LMs)
alongside the scalable computational power of data management systems. These
combined capabilities would empower users to ask arbitrary natural language
questions over custom data sources. However, existing methods and benchmarks
insufficiently explore this setting. Text2SQL methods focus solely on natural
language questions that can be expressed in relational algebra, representing a
small subset of the questions real users wish to ask. Likewise,
Retrieval-Augmented Generation (RAG) considers the limited subset of queries
that can be answered with point lookups to one or a few data records within the
database. We propose Table-Augmented Generation (TAG), a unified and
general-purpose paradigm for answering natural language questions over
databases. The TAG model represents a wide range of interactions between the LM
and database that have been previously unexplored and creates exciting research
opportunities for leveraging the world knowledge and reasoning capabilities of
LMs over data. We systematically develop benchmarks to study the TAG problem
and find that standard methods answer no more than 20% of queries correctly,
confirming the need for further research in this area. We release code for the
benchmark at https://github.com/TAG-Research/TAG-Bench.",Asim Biswal
2024-08-28T06:28:01Z,http://arxiv.org/abs/2408.15562v1,"Boosting Lossless Speculative Decoding via Feature Sampling and Partial
  Alignment Distillation","Lossless speculative decoding accelerates target large language model (LLM)
inference by employing a lightweight draft model for generating tree-structured
candidates, which are subsequently verified in parallel by the target LLM.
Currently, effective approaches leverage feature-level rather than token-level
autoregression within the draft model to facilitate more straightforward
predictions and enhanced knowledge distillation. In this paper, we reassess
these approaches and propose FSPAD (Feature Sampling and Partial Alignment
Distillation for Lossless Speculative Decoding), which introduces two
straightforward and effective components within the existing framework to boost
lossless speculative decoding. Firstly, FSPAD utilizes token embeddings to
sample features of the target LLM in high-dimensional space before feeding them
into the draft model, due to the inherent uncertainty of the features
preventing the draft model from obtaining the specific token output by the
target LLM. Secondly, FSPAD introduces partial alignment distillation to weaken
the draft model's connection between features and logits, aiming to reduce the
conflict between feature alignment and logit confidence during training. Our
experiments include both greedy and non-greedy decoding on the largest and
smallest models from the Vicuna and LLaMA3-Instruct series, as well as tasks in
multi-turn conversation, translation, summarization, question answering,
mathematical reasoning, and retrieval-augmented generation. The results show
that FSPAD outperforms the state-of-the-art method across all the
aforementioned tasks and target LLMs.",Lujun Gui
2024-08-24T19:34:04Z,http://arxiv.org/abs/2409.00082v1,"Towards Human-Level Understanding of Complex Process Engineering
  Schematics: A Pedagogical, Introspective Multi-Agent Framework for
  Open-Domain Question Answering","In the chemical and process industries, Process Flow Diagrams (PFDs) and
Piping and Instrumentation Diagrams (P&IDs) are critical for design,
construction, and maintenance. Recent advancements in Generative AI, such as
Large Multimodal Models (LMMs) like GPT4 (Omni), have shown promise in
understanding and interpreting process diagrams for Visual Question Answering
(VQA). However, proprietary models pose data privacy risks, and their
computational complexity prevents knowledge editing for domain-specific
customization on consumer hardware. To overcome these challenges, we propose a
secure, on-premises enterprise solution using a hierarchical, multi-agent
Retrieval Augmented Generation (RAG) framework for open-domain question
answering (ODQA) tasks, offering enhanced data privacy, explainability, and
cost-effectiveness. Our novel multi-agent framework employs introspective and
specialized sub-agents using open-source, small-scale multimodal models with
the ReAct (Reason+Act) prompting technique for PFD and P&ID analysis,
integrating multiple information sources to provide accurate and contextually
relevant answers. Our approach, supported by iterative self-correction, aims to
deliver superior performance in ODQA tasks. We conducted rigorous experimental
studies, and the empirical results validated the proposed approach
effectiveness.",Sagar Srinivas Sakhinana
2024-08-26T08:17:42Z,http://arxiv.org/abs/2409.00090v1,Evaluating ChatGPT on Nuclear Domain-Specific Data,"This paper examines the application of ChatGPT, a large language model (LLM),
for question-and-answer (Q&A) tasks in the highly specialized field of nuclear
data. The primary focus is on evaluating ChatGPT's performance on a curated
test dataset, comparing the outcomes of a standalone LLM with those generated
through a Retrieval Augmented Generation (RAG) approach. LLMs, despite their
recent advancements, are prone to generating incorrect or 'hallucinated'
information, which is a significant limitation in applications requiring high
accuracy and reliability. This study explores the potential of utilizing RAG in
LLMs, a method that integrates external knowledge bases and sophisticated
retrieval techniques to enhance the accuracy and relevance of generated
outputs. In this context, the paper evaluates ChatGPT's ability to answer
domain-specific questions, employing two methodologies: A) direct response from
the LLM, and B) response from the LLM within a RAG framework. The effectiveness
of these methods is assessed through a dual mechanism of human and LLM
evaluation, scoring the responses for correctness and other metrics. The
findings underscore the improvement in performance when incorporating a RAG
pipeline in an LLM, particularly in generating more accurate and contextually
appropriate responses for nuclear domain-specific queries. Additionally, the
paper highlights alternative approaches to further refine and improve the
quality of answers in such specialized domains.",Muhammad Anwar
2024-09-01T07:01:22Z,http://arxiv.org/abs/2409.00636v1,"A Learnable Agent Collaboration Network Framework for Personalized
  Multimodal AI Search Engine","Large language models (LLMs) and retrieval-augmented generation (RAG)
techniques have revolutionized traditional information access, enabling AI
agent to search and summarize information on behalf of users during dynamic
dialogues. Despite their potential, current AI search engines exhibit
considerable room for improvement in several critical areas. These areas
include the support for multimodal information, the delivery of personalized
responses, the capability to logically answer complex questions, and the
facilitation of more flexible interactions. This paper proposes a novel AI
Search Engine framework called the Agent Collaboration Network (ACN). The ACN
framework consists of multiple specialized agents working collaboratively, each
with distinct roles such as Account Manager, Solution Strategist, Information
Manager, and Content Creator. This framework integrates mechanisms for picture
content understanding, user profile tracking, and online evolution, enhancing
the AI search engine's response quality, personalization, and interactivity. A
highlight of the ACN is the introduction of a Reflective Forward Optimization
method (RFO), which supports the online synergistic adjustment among agents.
This feature endows the ACN with online learning capabilities, ensuring that
the system has strong interactive flexibility and can promptly adapt to user
feedback. This learning method may also serve as an optimization approach for
agent-based systems, potentially influencing other domains of agent
applications.",Yunxiao Shi
2024-09-02T23:28:15Z,http://arxiv.org/abs/2409.01495v1,The Compressor-Retriever Architecture for Language Model OS,"Recent advancements in large language models (LLMs) have significantly
enhanced their capacity to aggregate and process information across multiple
modalities, enabling them to perform a wide range of tasks such as multimodal
data querying, tool usage, web interactions, and handling long documents. These
capabilities pave the way for transforming LLMs from mere chatbots into
general-purpose agents capable of interacting with the real world. This paper
explores the concept of using a language model as the core component of an
operating system (OS), effectively acting as a CPU that processes data stored
in a context window, which functions as RAM. A key challenge in realizing such
an LM OS is managing the life-long context and ensuring statefulness across
sessions, a feature limited by the current session-based interaction paradigm
due to context window size limit. To address this, we introduce
compressor-retriever, a model-agnostic architecture designed for life-long
context management. Unlike other long-context solutions such as
retrieval-augmented generation, our approach exclusively uses the base model's
forward function to compress and retrieve context, ensuring end-to-end
differentiability. Preliminary experiments demonstrate the effectiveness of
this architecture in in-context learning tasks, marking a step towards the
development of a fully stateful LLM OS. Project repo available at:
https://github.com/gblackout/LM-OS",Yuan Yang
